_id	senselabel	country	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.ppmi.x	LeNC77.ppmi.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.MaxWeight	LeNC44.ppmi.SummedWeights	LeNC44.ppmi.Non-zeroWeights	LeNC44.ppmi.MaxWeightedWord	_text	LeNC44.L1LLR.MaxWeight	LeNC44.L1LLR.SummedWeights	LeNC44.L1LLR.Non-zeroWeights	LeNC44.L1LLR.MaxWeightedWord	LeNC44.L1LLRx5.MaxWeight	LeNC44.L1LLRx5.SummedWeights	LeNC44.L1LLRx5.Non-zeroWeights	LeNC44.L1LLRx5.MaxWeightedWord	LeNC77.ppmi.MaxWeight	LeNC77.ppmi.SummedWeights	LeNC77.ppmi.Non-zeroWeights	LeNC77.ppmi.MaxWeightedWord	LeNC77.L1LLR.MaxWeight	LeNC77.L1LLR.SummedWeights	LeNC77.L1LLR.Non-zeroWeights	LeNC77.L1LLR.MaxWeightedWord	LeNC77.L1LLRx5.MaxWeight	LeNC77.L1LLRx5.SummedWeights	LeNC77.L1LLRx5.Non-zeroWeights	LeNC77.L1LLRx5.MaxWeightedWord
koper/noun/ad20010428/51495	"""buyer"""	NL	0.4612321328	1.2568272721	-2.1546542038	6.2111915981	5.2233855162	-1.047647665	-0.2200732014	-0.2111679707	0.4225255741	-2.2741399211	-2.6271359125	0.3918815771	1.18	4.78	13	plaats(1.18)	"Toch waren de ontwerpers blijkbaar nog te vergrijsd om zich te realiseren dat die <font color=""red"">kopers</font> , zoals vrijwel iedereen tegenwoordig , cd's in plaats van cassettebandjes afspelen ."	4.76	21.66	13	van(4.76)	6.37	35.71	13	van(6.37)	1.31	4.01	11	plaats(1.31)	4.8	21.93	11	van(4.8)	6.4	36.59	11	van(6.4)
koper/noun/ad20010515/31497	"""buyer"""	NL	0.9185468721	1.9556103361	2.9340328541	0.0211827724	-0.5085673373	-1.0172471215	2.0567491871	1.4767885654	1.6212843345	1.3143600669	0.8521979173	-0.647634351	4.05	8.3	9	Geïnteresseerde(4.05)	"Geïnteresseerde <font color=""red"">kopers</font> staan in de rij en er is een wachtlijst voor zijn werk ."	6.46	39.52	9	De(6.46)	8.07	52.7	9	De(8.07)	3.53	7.32	9	Geïnteresseerde(3.53)	6.1	39.78	9	De(6.1)	7.71	53.12	9	De(7.71)
koper/noun/ad20010918/26071	"""buyer"""	NL	1.2172489099	-0.6829818785	-1.6403533026	-0.5533843137	1.0101705304	2.7714707339	1.9599098182	0.2093251645	-1.2355536913	0.4884323455	1.0675499622	2.2100173372	1.39	5.03	8	markt(1.39)	"Cees de Vries van Van Lanschot verwacht dat de AEX vandaag verder omhoog gaat en meer <font color=""red"">kopers</font> in de markt zullen stappen ."	6.46	29.45	8	de(6.46)	8.07	41.81	8	de(8.07)	1.46	5.18	9	markt(1.46)	6.1	31.06	9	de(6.1)	7.71	44.47	9	de(7.71)
koper/noun/ad20020727/6269	"""buyer"""	NL	-0.2193338089	0.3721702693	-0.9079933452	3.8696353043	3.497386179	-0.4048838499	0.1046894854	1.1854102562	0.9021950886	-0.937668664	-1.3643822343	0.6529294424	0.74	3.76	11	geen(0.74)	""" Als de kosten van de tests op de aanwezigheid van het hormoon MP voor onze rekening komen is dat geen probleem , maar we moeten wel <font color=""red"">kopers</font> hebben voor ons vlees . """	6.46	27.53	11	De(6.46)	8.07	40.29	11	De(8.07)	1.24	3.79	9	kwam(1.24)	6.1	28.81	9	De(6.1)	7.71	42.29	9	De(7.71)
koper/noun/ad20030410/16720	"""buyer"""	NL	-0.1214969119	1.255279505	1.5790954689	0.7146145115	-0.2746526493	-0.3180049798	-2.391598395	1.5779134984	0.7754184896	1.0043214803	-0.3636366312	0.2839920076	0.63	2.68	7	tussen(0.63)	"Volgens het OM handelde hij in de periode van 1 maart tot en met 17 maart 2000 in aandelen Endemol , terwijl begin maart duidelijk was dat de overnamebesprekingen tussen de Hilversumse tv-producent en de Spaanse <font color=""red"">koper</font> Telefonica al in een ` vergevorderd stadium ' waren beland ."	6.46	27.31	7	de(6.46)	8.07	37.77	7	de(8.07)	1.25	3.15	9	stadium(1.25)	6.1	27.0	9	de(6.1)	7.71	38.97	9	de(7.71)
koper/noun/ad20030701/14478	"""copper"""	NL	2.0155477657	0.8613053091	9.0383402604	3.3891293049	1.7097532469	-6.5751142261	0.9884902898	-0.8388591041	5.5982381486	1.3001842894	0.748252304	-4.5172081144	2.33	5.52	8	verkopen(2.33)	"Ze halen het explosieve materiaal eruit om vervolgens het <font color=""red"">koper</font> te kunnen verkopen ."	5.63	19.7	7	verkopen(5.63)	7.24	29.99	8	verkopen(7.24)	2.33	5.71	8	verkopen(2.33)	6.18	22.41	8	verkopen(6.18)	7.79	33.28	8	verkopen(7.79)
koper/noun/ad20030923/13083	"""buyer"""	NL	-1.563519865	1.9336331968	2.1032770023	2.0286768684	0.7119694706	-1.0081722007	-1.4449306497	2.4038103984	1.6139939995	0.4711961248	-0.2081693603	-0.4315930601	2.99	8.0	10	bemiddelt(2.99)	"Het lukt de Australische regering , die bemiddelt voor de Saoedische importeur , niet een <font color=""red"">koper</font> te vinden voor de kudde ."	6.59	37.17	10	vinden(6.59)	8.2	52.54	10	vinden(8.2)	2.66	6.68	10	bemiddelt(2.66)	6.41	37.08	10	vinden(6.41)	8.01	52.57	10	vinden(8.01)
koper/noun/ad20040519/53786	"""buyer"""	NL	-0.558132451	1.6064064234	0.5909803662	1.1855603246	0.6046064234	0.4102031672	-1.105314152	0.832050807	0.5783660258	0.5392039953	0.0202869129	0.6541992343	2.03	4.16	8	vinden(2.03)	"Ook voor hem hoopt de club op korte termijn een <font color=""red"">koper</font> te vinden ."	6.59	31.57	8	vinden(6.59)	8.2	42.59	8	vinden(8.2)	1.62	3.26	9	vinden(1.62)	6.41	31.76	9	vinden(6.41)	8.01	43.23	9	vinden(8.01)
koper/noun/ad20040526/35977	"""buyer"""	NL	-2.6408808117	0.1613241246	2.9592957583	0.8350118734	0.5294256729	-1.1600095182	0.5758681433	3.4656079989	1.5565063104	0.391530515	0.8143508503	-0.4351907899	3.27	6.34	10	anonieme(3.27)	"Meer dan 200 keer vroeg de ' anonieme <font color=""red"">koper</font> ' een bedrijf om terug te bellen : niet één keer werd hij ook gebeld ."	6.46	27.59	10	de(6.46)	8.07	41.9	10	de(8.07)	2.86	5.64	10	anonieme(2.86)	6.1	29.17	10	de(6.1)	7.71	43.23	10	de(7.71)
koper/noun/ad20041123/14497	"""buyer"""	NL	-0.2474499191	0.0832036417	-3.257392444	4.335252465	5.2258415401	0.4535835468	-0.1833753945	1.3838248035	0.242612341	-2.0591398979	-2.5463347741	1.1094173292	0.5	1.87	7	moeten(0.5)	"consumentenbond eist strenge wetgeving om <font color=""red"">kopers</font> op de gevaren te wijzen ."	3.97	14.44	7	moeten(3.97)	5.56	23.69	7	moeten(5.56)	0.35	1.81	8	wijzen(0.35)	3.56	14.86	8	moeten(3.56)	5.15	25.53	8	moeten(5.15)
koper/noun/nrc19991108/60724	"""buyer"""	NL	0.1641958371	-1.0989987895	-2.2441039762	3.4982666456	4.220028953	0.1882947551	-0.8993941951	-0.5033852499	0.6391848629	-1.727365361	-2.3308770197	1.1188294969	1.76	5.65	9	voorwaarde(1.76)	"Corporaties zijn wel bereid tot korting op voorwaarde dat de <font color=""red"">koper</font> het huis bij vertrek terugverkoopt aan de corporatie ."	6.46	27.71	9	de(6.46)	8.07	41.56	9	de(8.07)	2.27	5.71	9	korting(2.27)	6.1	28.78	9	de(6.1)	7.71	42.73	9	de(7.71)
koper/noun/nrc19991127/101243	"""buyer"""	NL	-0.5506484069	0.2326545223	-5.0352018184	-1.9645073177	0.2371486106	5.8846897658	-3.0355766562	0.2660988616	-3.2307016721	0.3673835004	0.702800299	4.7148515895	0.42	1.01	5	de(0.42)	"De rest van de <font color=""red"">kopers</font> komt vrijwel geheel uit Zuidoost ."	6.46	11.81	5	de(6.46)	8.07	16.49	6	de(8.07)	0.56	1.07	3	vrijwel(0.56)	6.1	11.74	3	de(6.1)	7.71	16.14	3	de(7.71)
koper/noun/nrc19991208/35637	"""buyer"""	NL	-1.382791901	-2.4716668184	10.4131597516	2.6933548666	-1.5170277932	-8.0491427053	1.5551936888	1.8364219892	3.2167315686	-3.9857330641	3.1199012739	-4.7105980632	3.27	8.8	8	anonieme(3.27)	"Een anonieme <font color=""red"">koper</font> bracht telefonisch het hoogste bod uit op Bouilloire et Fruits ( Tinnen Kruik met Vruchten ) ."	5.33	20.35	8	Een(5.33)	6.94	30.74	8	Een(6.94)	2.86	10.54	10	anonieme(2.86)	5.28	29.38	10	Een(5.28)	6.88	44.01	10	Een(6.88)
koper/noun/nrc20000106/28216	"""buyer"""	NL	-0.4395535404	2.0957943166	-0.19586282	-2.241246176	-1.7742000218	1.697334334	0.338414306	2.8056187354	-0.4895045782	2.3495254593	2.5290941055	0.8253814802	1.64	4.42	8	status(1.64)	"Ford besloot daarom ook niet onder eigen naam ( het merk van de modale gezinsauto's ) te gaan deelnemen , maar via het exclusieve Jaguar , waarvan de <font color=""red"">kopers</font> nog wel enig begrip tonen voor en status ontlenen aan het prijskaartje dat aan een autosportsuccesje van hun merk hangt ."	6.46	22.39	8	de(6.46)	8.07	33.98	8	de(8.07)	2.42	7.12	11	Jaguar(2.42)	6.1	25.96	11	de(6.1)	7.71	40.42	11	de(7.71)
koper/noun/nrc20000330/18269	"""copper"""	NL	8.4480891664	2.7347926598	-6.7772704775	-6.75416746	-5.2234482626	7.4930074936	3.0479863593	-7.1238239679	-4.840135641	3.3263888665	4.8076319331	5.4786606714	6.84	15.91	7	zink(6.84)	"De verontreiniging van de Rijn met zware metalen ( <font color=""red"">koper</font> , zink , kwik ) is volgens Salomons in belangrijke mate teruggedrongen ."	6.97	33.82	7	zink(6.97)	8.58	44.99	7	zink(8.58)	6.32	14.29	8	zink(6.32)	6.92	33.48	8	zink(6.92)	8.53	44.96	8	zink(8.53)
koper/noun/nrc20000519/90033	"""buyer"""	NL	-3.0508483744	6.5799012302	6.9575759038	1.8707930161	-3.2355289434	-4.0883601022	-6.6977127558	0.628804359	3.4684245715	2.5231883579	0.456520362	-3.6825455766	2.27	3.22	4	gretige(2.27)	"En van een obscure schilderes veranderde ze in een artistiek talent met goede kritieken en gretige <font color=""red"">kopers</font> ."	5.33	16.7	4	een(5.33)	6.94	23.07	4	een(6.94)	1.71	2.4	4	gretige(1.71)	5.28	15.98	4	een(5.28)	6.88	22.31	4	een(6.88)
koper/noun/nrc20000531/2189	"""buyer"""	NL	0.7609894539	-0.6111977381	2.4606204878	1.4569077136	0.5807681385	-1.5384062632	1.9691454111	0.5053150751	1.6903108923	1.1090611293	0.7285156435	-1.2451789732	1.64	6.95	11	betaalt(1.64)	""" Dat de nieuwe <font color=""red"">koper</font> nauwelijks een premie bovenop de beurskoers betaalt , geeft aan dat de kans op een faillissement bijzonder groot was "" , zegt een analist ."	6.46	33.89	11	de(6.46)	8.07	49.61	11	de(8.07)	1.55	6.47	11	betaalt(1.55)	6.1	34.45	11	de(6.1)	7.71	50.71	11	de(7.71)
koper/noun/nrc20000605/51059	"""buyer"""	NL	0.2275254345	1.1134803818	0.7149159569	1.0290469663	0.8130704419	0.0632553748	-0.5373390288	0.2492551688	0.6652732969	0.4649319848	0.0347348287	0.3705154668	1.77	4.73	10	meestal(1.77)	"Maar meestal is de <font color=""red"">koper</font> niet in de gelegenheid om dat te doen ."	6.46	35.02	10	de(6.46)	8.07	50.3	10	de(8.07)	1.8	3.71	11	meestal(1.8)	6.1	33.13	11	de(6.1)	7.71	47.68	11	de(7.71)
koper/noun/nrc20000821/17645	"""buyer"""	NL	0.2316120147	-0.0308634394	-2.3917982039	1.5969059964	2.7662797333	1.7507954993	0.459652701	0.7562085151	-0.5710001593	-0.7229779409	-0.5400538336	1.9774297375	0.56	2.78	9	procent(0.56)	"Daar staat in dat de <font color=""red"">koper</font> de laatste 5 procent van het koopbedrag kan deponeren bij een notaris ."	6.46	29.21	9	de(6.46)	8.07	41.91	9	de(8.07)	0.64	2.42	9	procent(0.64)	6.1	30.67	9	de(6.1)	7.71	43.77	9	de(7.71)
koper/noun/nrc20001215/19527	"""buyer"""	NL	-0.4413627556	-0.953642145	-0.2830490025	1.5312905469	1.7588630856	0.9162878827	1.4550338036	2.3350626261	0.2823128541	-0.1151657199	-0.4137980086	1.0273967509	1.41	4.25	9	bod(1.41)	"Beleggers zijn nooit zeker dat een <font color=""red"">koper</font> van het aandelenpakket van de familie Heineken ook een bod op de rest van de Holding-aandelen zal doen ."	6.46	29.12	9	de(6.46)	8.07	41.14	9	de(8.07)	1.62	4.02	9	bod(1.62)	6.1	30.71	9	de(6.1)	7.71	43.33	9	de(7.71)
koper/noun/nrc20010210/42864	"""buyer"""	NL	-3.7083195129	3.5994604906	-2.8053539915	3.9838816316	4.6827511702	0.4582714299	-5.7510236986	-3.8353613929	-0.0816523242	-1.9639059316	-2.5637789633	1.2718627978	3.11	5.67	8	kavels(3.11)	"De gemeente had bedacht dat de <font color=""red"">kopers</font> hun 21 kavels vrij zouden mogen bebouwen ."	6.46	21.55	8	De(6.46)	8.07	32.17	8	De(8.07)	3.41	8.42	8	bebouwen(3.41)	6.1	23.85	8	De(6.1)	7.71	35.54	8	De(7.71)
koper/noun/nrc20010301/66120	"""copper"""	NL	-0.4462260368	0.6516113632	4.0409077667	1.1849967188	-1.1602698728	-0.5360544688	-0.2967171693	1.1184291245	1.3469412013	0.7656666307	-0.762816489	0.3103976878	0.77	2.06	5	als(0.77)	"Dan schiet mij de zon te binnen , die in Hellas immers als een ploert in een hemel van <font color=""red"">koper</font> te branden staat ."	5.33	18.45	5	een(5.33)	6.94	26.17	5	een(6.94)	0.5	1.57	5	als(0.5)	5.28	18.42	5	een(5.28)	6.88	26.21	5	een(6.88)
koper/noun/nrc20010303/20185	"""buyer"""	NL	-0.2919176257	-0.4651237398	1.9197072932	3.0208293888	2.0900918019	-0.7154239142	0.4978964619	1.3300769883	1.3918064666	-0.5591488096	-0.1034246651	-0.7215265605	1.41	4.8	9	bod(1.41)	" <font color=""red"">Kopers</font> van het belang van Freddy Heineken kunnen immers op relatief goedkope wijze - met slechts een kwart van de aandelen - de zeggenschap over de brouwer verkrijgen ."	5.33	26.32	9	een(5.33)	6.94	39.87	9	een(6.94)	1.62	6.3	11	bod(1.62)	5.28	32.13	11	een(5.28)	6.88	48.53	11	een(6.88)
koper/noun/nrc20011113/51902	"""copper"""	NL	5.3194706997	1.2698155421	6.4842002428	-9.1188059191	-2.6288026358	9.748020401	2.3671081106	-3.461901242	1.7061170257	6.2875545232	5.8781375434	-2.2490636494	5.9	21.74	11	WMC(5.9)	"WMC produceert ook goud , <font color=""red"">koper</font> , uranium en industriële mineralen ."	4.99	31.15	11	en(4.99)	6.6	46.89	11	en(6.6)	5.34	20.1	13	WMC(5.34)	4.87	34.73	13	goud(4.87)	6.47	52.76	13	goud(6.47)
koper/noun/nrc20020110/55234	"""buyer"""	NL	-0.8231851647	1.7405249885	-0.5878397354	6.2973565888	4.8117159462	-2.0281953044	-1.8465816047	1.1349095663	1.9537328788	-1.7668212143	-2.4323592789	-0.2704165866	2.03	5.17	12	vinden(2.03)	"Al enige tijd gaan er geruchten dat dit Spaanse telecomconcern er vanaf wil , maar geen <font color=""red"">kopers</font> kan vinden omdat die de vraagprijs te hoog zouden vinden ."	6.59	32.73	12	vinden(6.59)	8.2	48.38	12	vinden(8.2)	2.48	7.28	14	wil(2.48)	6.41	38.29	14	vinden(6.41)	8.01	57.16	14	vinden(8.01)
koper/noun/nrc20020117/40634	"""buyer"""	NL	1.842326457	-1.1553214901	-2.2767879836	-1.106106873	0.8512087085	3.7940139247	2.8890405291	1.1009511997	-1.7832030921	0.3967140006	1.2226654922	2.9318529035	2.0	4.7	6	makelaars(2.0)	" <font color=""red"">Kopers</font> zijn weer aan de macht ."	6.46	23.21	6	de(6.46)	8.07	32.68	7	de(8.07)	2.03	4.8	6	verkoop(2.03)	6.1	24.11	6	de(6.1)	7.71	33.53	6	de(7.71)
koper/noun/nrc20020304/32517	"""buyer"""	NL	-0.1428713329	0.6672082148	2.1135705434	1.6367155888	0.6556836538	-1.1828240674	0.0256719818	0.9424788651	1.3121518341	0.6314864685	0.0633830467	-0.5568383167	1.55	5.62	10	biedt(1.55)	"Onder ` PC op maat ' biedt Takeitnow.nl de <font color=""red"">koper</font> de mogelijkheid zelf een computer samen te stellen ."	6.46	29.23	10	de(6.46)	8.07	43.41	10	de(8.07)	1.38	4.83	10	biedt(1.38)	6.1	30.18	10	de(6.1)	7.71	45.34	10	de(7.71)
koper/noun/nrc20020408/27588	"""buyer"""	NL	0.4336951963	0.1600178687	0.6785654698	-1.5987738124	-1.3526799741	1.51438802	1.4812111104	0.5625622243	-0.3266954628	1.6045376296	2.1256145131	0.8742970986	0.77	3.78	8	als(0.77)	"De markt voor lithografische chipmachines , waar bedrijven als Intel , Philips en AMD de <font color=""red"">kopers</font> zijn , is circa 5 miljard euro groot ."	6.46	29.07	8	de(6.46)	8.07	41.56	8	de(8.07)	1.06	5.16	10	Intel(1.06)	6.1	31.7	10	de(6.1)	7.71	46.42	10	de(7.71)
koper/noun/nrc20020501/32328	"""copper"""	NL	5.3078823412	1.4467652406	-0.6075597428	-5.9191464959	-3.9118624615	3.9636141555	1.870915838	-4.0605020171	-1.6307101969	3.5009637355	4.2128751209	2.0846665471	5.25	11.06	8	aluminium(5.25)	"Oorzaak zijn de afgenomen prijzen van onder meer olie , aluminium en <font color=""red"">koper</font> ."	6.46	33.27	8	de(6.46)	8.07	45.57	9	de(8.07)	4.77	10.04	8	aluminium(4.77)	6.1	34.38	8	de(6.1)	7.71	46.91	8	de(7.71)
koper/noun/nrc20020531/41231	"""buyer"""	NL	-1.4947930219	-0.8579461845	-4.6719131124	3.5830696899	5.391545954	2.9034944779	-0.6640243854	2.5070612812	-1.8489882121	-1.8693598355	-2.757210916	3.0395425124	1.7	3.87	8	mogelijke(1.7)	"Het telecombedrijf maakte gisteren bekend dat de onderhandelingen met mogelijke <font color=""red"">kopers</font> niets hebben opgeleverd ."	6.46	18.19	8	de(6.46)	8.07	27.55	8	de(8.07)	1.32	3.71	8	mogelijke(1.32)	6.1	19.23	8	de(6.1)	7.71	30.07	8	de(7.71)
koper/noun/nrc20020614/56334	"""buyer"""	NL	-0.4973843181	-0.2904337824	3.9645678515	3.9736958011	2.1831722454	-3.1154857321	-0.4314405969	1.9293922613	2.9895674112	-0.4257280212	-1.0332509393	-1.6995939632	1.41	4.85	13	bod(1.41)	"Ook wordt dan in één klap duidelijk of er een <font color=""red"">koper</font> is die nog over zijn bod heen wil gaan . """	5.33	28.54	13	een(5.33)	6.94	46.58	13	een(6.94)	1.62	4.61	13	bod(1.62)	5.28	32.82	13	een(5.28)	6.88	52.04	13	een(6.88)
koper/noun/nrc20020706/77509	"""buyer"""	NL	1.0908780875	0.8893681912	0.8821982389	-0.3709582446	-0.3439400768	0.4918093647	0.6033801556	-0.7209976577	0.5769954382	1.1915093158	1.0929201235	0.1395269383	1.55	6.51	12	schaft(1.55)	"Als branding lukt , dan schaft de <font color=""red"">koper</font> van een merk meer een ` gevoel ' aan dan een product , zo is de theorie ."	6.46	36.2	12	de(6.46)	8.07	53.29	12	de(8.07)	2.24	7.0	12	schaft(2.24)	6.1	41.09	12	de(6.1)	7.71	59.2	12	de(7.71)
koper/noun/nrc20020713/6500	"""copper"""	NL	0.1046677185	0.8341807675	-0.7675822462	-0.0287186774	0.522398294	1.5004993572	-1.1315755278	1.4228462425	-0.3987154336	0.5631818514	0.2015590228	1.7299053196	1.36	4.2	11	op(1.36)	"Het gebruik van <font color=""red"">koper</font> in de fruitteelt is in ons land verboden en bij het verwerken/verpakken van biologische appels wordt gespoeld met water , waar Winny de Jong het gebruik van ontsmettingsmiddelen suggereert ."	6.46	30.58	10	de(6.46)	8.07	43.7	10	de(8.07)	1.19	4.9	11	op(1.19)	6.1	35.05	11	de(6.1)	7.71	50.63	11	de(7.71)
koper/noun/nrc20020722/1439	"""copper"""	NL	5.0383526443	3.4591349023	-1.3651385211	-3.2243734001	-1.3593242134	3.8515131329	1.8545052295	-4.9620296495	-1.4625252958	1.8602228728	2.4278813421	2.465222917	2.91	4.39	5	goud(2.91)	" <font color=""red"">Koper</font> en goud van uniformen en kruisbeeld blikkeren in de avondzon ."	6.46	24.63	5	de(6.46)	8.07	32.66	5	de(8.07)	2.62	3.76	5	goud(2.62)	6.1	24.51	5	de(6.1)	7.71	32.52	5	de(7.71)
koper/noun/nrc20020809/57443	"""buyer"""	NL	0.2980029296	-0.8713819049	1.4136699017	0.0623798376	-1.146113545	0.470450393	1.667805628	3.2960649114	0.7567395485	2.0037105139	-1.2123453812	2.0370518569	1.07	3.04	6	betaling(1.07)	"Virtuele figuren op een computerscherm helpen de <font color=""red"">kopers</font> bij de betaling ."	6.46	16.51	6	de(6.46)	8.07	24.91	6	de(8.07)	1.72	4.33	6	Virtuele(1.72)	6.1	20.37	6	de(6.1)	7.71	29.5	6	de(7.71)
koper/noun/nrc20020928/83678	"""buyer"""	NL	-1.5546866647	-1.9915060866	3.8603350174	12.9603423302	6.7121572875	-7.607382052	1.7224706103	3.1609416866	3.3491407837	-6.5679846242	-3.770257533	-5.9059865172	5.44	10.02	6	Potentiële(5.44)	"Makelaar Schaap : "" Potentiële <font color=""red"">kopers</font> vinden het over het algemeen heel moeilijk om ergens doorheen te kijken ."	7.68	19.42	6	Potentiële(7.68)	9.29	26.94	6	Potentiële(9.29)	4.91	9.17	6	Potentiële(4.91)	7.59	19.29	6	Potentiële(7.59)	9.2	26.98	6	Potentiële(9.2)
koper/noun/nrc20030510/67157	"""buyer"""	NL	-3.0522864876	0.0527988174	-2.6682546072	-0.4550990624	0.3362127947	3.4204354511	3.0072956612	4.1788165899	-1.3262336825	0.1669019873	0.3423569936	2.6246909117	2.0	3.51	5	makelaar(2.0)	"Zíj daarentegen past meer in het beeld dat makelaar Van den Berg heeft van de <font color=""red"">koper</font> van nu : "" Het zijn veelkijkers-maar-weinigkopers . """	6.46	18.75	5	de(6.46)	8.07	26.53	5	de(8.07)	2.0	3.01	6	makelaar(2.0)	6.1	19.0	6	de(6.1)	7.71	27.58	6	de(7.71)
koper/noun/nrc20030517/35343	"""buyer"""	NL	-0.7106521687	0.6559843526	0.8872275984	3.3742961173	2.6593479622	-1.0610340853	-1.0414390239	2.0416086075	1.63612077	-0.5950039346	-1.6389186494	-0.2341557762	1.25	4.19	9	overeenkomst(1.25)	"Volgens een woordvoerder moet de <font color=""red"">koper</font> er altijd op bedacht zijn dat er een aparte overeenkomst met de financieringsmaatschappij wordt gesloten ."	6.46	30.23	9	de(6.46)	8.07	43.84	9	de(8.07)	1.6	3.99	12	overeenkomst(1.6)	6.1	31.52	11	de(6.1)	7.71	46.58	12	de(7.71)
koper/noun/nrc20030621/32926	"""buyer"""	NL	0.9683942448	0.4771808755	6.3375391544	-0.0681339684	-2.0864769372	-3.53563468	0.9237522439	0.0947520979	3.2521091055	2.956757947	2.387595135	-2.6660443665	1.66	7.45	11	gekocht(1.66)	"Dat zit zo : Altus , de projectontwikkelaar bij wie Vreedendaal zijn huis heeft gekocht , biedt alle <font color=""red"">kopers</font> een basisabonnement zorg &service ."	5.33	27.53	11	een(5.33)	6.94	43.62	11	een(6.94)	1.82	6.52	12	gekocht(1.82)	5.28	28.79	12	een(5.28)	6.88	44.33	12	een(6.88)
koper/noun/nrc20040127/39352	"""buyer"""	NL	-1.1625443883	2.1859397674	0.0234821521	6.4813889789	4.9497545141	-1.3795048234	-1.7922579137	1.9889821809	1.7990821342	-2.3276188522	-2.931469032	0.1343597892	2.43	5.32	9	zoekt(2.43)	"Intussen zoekt het bestuur van Hollinger International naar alternatieve <font color=""red"">kopers</font> , omdat het meent dat het meer waar is dan de 260 miljoen pond waarvoor Lord Black het wil verkopen aan de Barclays ."	5.95	26.86	9	zoekt(5.95)	7.56	39.63	9	zoekt(7.56)	2.06	4.23	9	zoekt(2.06)	5.9	26.31	9	zoekt(5.9)	7.51	39.1	9	zoekt(7.51)
koper/noun/parool19990203/45410	"""buyer"""	NL	0.8944334539	-0.6136953919	-5.7511964732	-2.0343698074	0.30781129	6.8160008012	1.1392097373	-0.6946554311	-3.2362482724	0.8074247499	3.2221617417	4.0011158476	0.71	2.44	7	auto's(0.71)	"In België nam het aantal <font color=""red"">kopers</font> toe , maar de export naar landen in het Oostblok liep terug omdat zich daar na het vallen van de muur ook bekende autodealers vestigden ."	6.46	15.85	7	de(6.46)	8.07	24.23	7	de(8.07)	0.51	2.35	7	auto's(0.51)	6.1	15.25	7	de(6.1)	7.71	24.0	7	de(7.71)
koper/noun/parool19990209/40611	"""copper"""	NL	6.6550626628	3.1296548868	-7.78831605	-2.210414303	-6.4703314185	0.2775320479	1.9472030771	-5.6917727914	-0.1888744534	4.7882127424	4.7385765189	-0.6856585137	6.84	16.55	10	zink(6.84)	"Zo zijn grote hoeveelheden lood , <font color=""red"">koper</font> , zink en teerverbindingen gevonden ."	6.97	38.33	10	zink(6.97)	8.58	51.75	10	zink(8.58)	6.32	15.42	11	zink(6.32)	6.92	41.96	11	zink(6.92)	8.53	57.62	11	zink(8.53)
koper/noun/parool19990303/55175	"""buyer"""	NL	-0.1528400019	-1.1612361656	-4.5469920632	-1.1825644875	1.7270370436	5.8751270709	0.9909534668	-0.2476994664	-2.1741691043	2.097060558	0.1192019473	4.2942602141	1.01	3.74	6	verdeeld(1.01)	"De <font color=""red"">koper</font> krijgt daar 275 vierkante meter vloeroppervlak voor , verdeeld over twee etages ."	6.46	18.23	6	de(6.46)	8.07	26.64	6	de(8.07)	0.8	2.97	7	gulden(0.8)	6.1	17.58	7	de(6.1)	7.71	26.16	7	de(7.71)
koper/noun/parool19990319/57023	"""buyer"""	NL	8.0673684326	-9.5805505631	-5.8421449491	-2.0206671747	0.4244449538	7.2716056973	7.5542242475	-1.5240946349	-2.771880042	0.4345054811	1.2777767264	4.1889045998	3.97	5.07	5	260.000(3.97)	"Story schommelde rondom de 320.000 , Weekend deed het met ruim 260.000 <font color=""red"">kopers</font> ."	6.46	16.94	5	de(6.46)	8.07	23.31	5	de(8.07)	3.81	6.21	9	260.000(3.81)	6.1	20.23	9	de(6.1)	7.71	30.96	9	de(7.71)
koper/noun/parool19990331/32588	"""buyer"""	NL	2.7344243498	-0.4889853182	1.8792608823	-4.2295434816	-1.2037876903	-2.3814682027	3.0410339119	0.3754010334	-0.8865405158	-2.2121586626	2.964522048	1.3033587874	6.14	14.4	10	verkoper(6.14)	"De <font color=""red"">koper</font> kan meteen tekenen bij de notaris van de verkoper , die is aangeschoven bij de afslagers ."	8.2	39.18	10	verkoper(8.2)	9.81	54.43	10	verkoper(9.81)	5.76	13.59	10	verkoper(5.76)	8.3	40.58	10	verkoper(8.3)	9.91	55.55	10	verkoper(9.91)
koper/noun/parool19990531/33723	"""buyer"""	NL	-2.0994780897	3.0299338788	-0.8547831127	-0.5353144865	-0.1575856326	2.5858937819	-1.6610404388	2.7337480633	-0.9124498283	1.2722279226	0.8229706003	2.649326613	1.63	3.49	7	verlangt(1.63)	"Ondanks het feit dat de overheid bij Vinex-nieuwbouwwijken een hoge dichtheid verlangt , heeft de meerderheid van de <font color=""red"">kopers</font> moeite met de dichte wijkopzet ."	6.46	19.28	7	de(6.46)	8.07	27.95	7	de(8.07)	1.07	2.81	7	verlangt(1.07)	6.1	20.86	7	de(6.1)	7.71	29.31	7	de(7.71)
